Id,X,Y,Signal
1565,295,98,243
1566,295,99,243
1567,295,124,116
1568,296,-250,116
1569,296,-222,90
1570,296,-221,50
1571,296,-217,50
1572,296,-216,90
1573,296,-121,116
1574,296,-107,70
1575,296,-106,70
1576,296,-98,50
1577,296,-90,50
1578,296,-82,20
1579,296,57,74
1580,296,97,243
1581,297,-222,90
1582,297,-221,90
1583,297,-217,90
1584,297,-216,90
1585,297,-107,70
1586,297,-97,243
1587,297,-96,243
1588,297,-92,243
1589,297,-91,243
1590,297,-10,83
1591,297,-9,83
1592,297,-8,83
1593,297,-7,83
1594,297,1,74
1595,297,109,116
1596,298,-215,50
1597,298,-211,83
1598,298,-108,70
1599,298,-107,70
1600,298,-97,243
1601,298,-96,50
1602,298,-92,50
1603,298,-91,243
1604,298,-7,83
1605,298,2,74
1606,298,56,116
1607,298,109,116
1608,299,-250,116
1609,299,-211,83
1610,299,-190,116
1611,299,-189,116
1612,299,-118,83
1613,299,-82,20
1614,299,5,83
1615,299,6,83
1616,299,7,83
1617,299,8,83
1618,299,55,116
1619,300,-167,50
1620,300,-118,83
1621,300,-94,50
1622,300,-82,20
1623,300,5,83
1624,300,57,74
1625,300,107,116
1626,300,109,116
1627,300,110,116
1628,301,-237,70
1629,301,-236,70
1630,301,-235,70
1631,301,-234,70
1632,301,-231,70
1633,301,-169,90
1634,301,-168,90
1635,301,-138,243
1636,301,-118,83
1637,301,-117,83
1638,301,-116,83
1639,301,-115,83
1640,301,-82,20
1641,301,5,83
1642,301,58,74
1643,302,-250,116
1644,302,-225,206
1645,302,-224,206
1646,302,-169,50
1647,302,-168,90
1648,302,-144,243
1649,302,-140,243
1650,302,-139,243
1651,302,-97,243
1652,302,-96,50
1653,302,-92,50
1654,302,-91,243
1655,302,86,100
1656,302,107,116
1657,303,-224,206
1658,303,-202,100
1659,303,-154,20
1660,303,-140,243
1661,303,-139,243
1662,303,-121,116
1663,303,-118,116
1664,303,-97,243
1665,303,-96,243
1666,303,-92,243
1667,303,-91,243
1668,303,76,70
1669,303,87,100
1670,303,107,116
1671,304,-224,206
1672,304,-203,100
1673,304,-171,50
1674,304,-154,20
1675,304,-90,50
1676,304,88,100
1677,305,-259,74
1678,305,-213,111
1679,305,-204,100
1680,305,-132,20
1681,305,-131,20
1682,305,-130,20
1683,305,-127,20
1684,305,-126,20
1685,305,-119,116
1686,305,89,100
1687,306,-246,20
1688,306,-226,206
1689,306,-214,74
1690,306,-205,100
1691,306,96,20
1692,306,97,20
1693,306,98,20
1694,307,-239,20
1695,307,-238,20
1696,307,-235,20
1697,307,-234,20
1698,307,-233,20
1699,307,-154,20
1700,307,-138,116
1701,307,-106,74
1702,308,-228,206
1703,308,-215,116
1704,308,-184,70
1705,308,-154,20
1706,308,-119,116
1707,308,-106,74
1708,309,-184,70
1709,309,-154,20
1710,309,-119,116
1711,309,-106,74
1712,309,-89,116
1713,310,-269,74
1714,310,-263,74
1715,310,-254,74
1716,310,-227,206
1717,310,-214,74
1718,310,-184,70
1719,310,-109,74
1720,310,-108,74
1721,310,-107,74
1722,310,-105,74
1723,310,-104,74
1724,310,-103,74
1725,310,65,116
1726,311,-276,83
1727,311,-268,74
1728,311,-264,74
1729,311,-226,206
1730,311,-223,206
1731,311,-213,111
1732,311,-138,50
1733,311,-106,74
1734,312,-276,83
1735,312,-266,116
1736,312,-202,83
1737,312,-184,70
1738,312,-140,90
1739,312,-139,90
1740,312,-106,74
1741,312,63,116
1742,312,65,116
1743,312,66,116
1744,312,74,100
1745,313,-267,116
1746,313,-266,116
1747,313,-265,116
1748,313,-230,206
1749,313,-202,83
1750,313,-184,70
1751,313,-140,50
1752,313,-139,90
1753,313,-106,74
1754,313,84,206
1755,314,-266,116
1756,314,-159,90
1757,314,-158,90
1758,314,-154,90
1759,314,-146,20
1760,314,-127,74
1761,314,-121,74
1762,314,63,116
1763,314,84,206
1764,315,-268,74
1765,315,-264,74
1766,315,-230,206
1767,315,-228,206
1768,315,-175,74
1769,315,-166,100
1770,315,-159,90
1771,315,-158,50
1772,315,-154,50
1773,315,-146,20
1774,315,-126,74
1775,315,-122,74
1776,315,63,116
1777,316,-269,74
1778,316,-263,74
1779,316,-165,100
1780,316,-125,74
1781,316,-123,74
1782,316,-96,116
1783,316,-93,116
1784,316,83,206
1785,316,84,206
1786,316,86,206
1787,317,-236,116
1788,317,-230,206
1789,317,-210,100
1790,317,-156,50
1791,317,-140,50
1792,317,-139,90
1793,318,-238,74
1794,318,-230,206
1795,318,-146,20
1796,318,-140,90
1797,318,-139,90
1798,318,-125,74
1799,318,-123,74
1800,318,64,116
1801,318,65,116
1802,318,69,116
1803,318,72,116
1804,318,84,206
1805,319,-254,70
1806,319,-253,70
1807,319,-252,70
1808,319,-251,70
1809,319,-248,70
1810,319,-247,70
1811,319,-203,111
1812,319,-197,111
1813,319,-183,70
1814,319,-159,90
1815,319,-158,50
1816,319,-154,50
1817,319,-146,20
1818,319,-138,50
1819,319,-126,74
1820,319,-122,74
1821,320,-202,74
1822,320,-198,74
1823,320,-183,70
1824,320,-159,90
1825,320,-158,90
1826,320,-154,90
1827,320,-146,20
1828,320,-127,74
1829,320,-121,74
1830,320,-90,70
1831,320,-89,70
1832,320,71,116
1833,320,76,83
1834,320,77,83
1835,320,78,83
1836,320,79,83
1837,321,-200,116
1838,321,-183,70
1839,321,-160,50
1840,321,-113,74
1841,321,164,50
1842,322,-271,70
1843,322,-201,116
1844,322,-199,116
1845,322,-115,116
1846,322,79,83
1847,323,-271,70
1848,323,-262,166
1849,323,-200,116
1850,323,-183,70
1851,323,-114,116
1852,323,71,116
1853,323,158,50
1854,324,-237,50
1855,324,-202,74
1856,324,-198,74
1857,324,-183,70
1858,324,-173,111
1859,324,-162,206
1860,324,-115,116
1861,324,71,116
1862,325,-203,111
1863,325,-197,111
1864,325,-172,74
1865,325,-168,74
1866,325,-162,206
1867,325,-149,83
1868,325,-117,74
1869,326,-170,116
1870,326,-118,111
1871,326,71,116
1872,327,-270,50
1873,327,-262,50
1874,327,-253,83
1875,327,-252,83
1876,327,-251,83
1877,327,-237,116
1878,327,-171,116
1879,327,-169,116
1880,327,-163,206
1881,327,-162,206
1882,327,-160,206
1883,327,-130,100
1884,327,-101,20
1885,327,-100,20
1886,327,-99,20
1887,328,-269,90
1888,328,-268,90
1889,328,-264,90
1890,328,-263,90
1891,328,-237,116
1892,328,-170,116
1893,328,-129,100
1894,329,-269,90
1895,329,-268,50
1896,329,-264,50
1897,329,-263,90
1898,329,-227,111
1899,329,-216,111
1900,329,-172,74
1901,329,-168,74
1902,329,-162,206
1903,330,-237,116
1904,330,-236,116
1905,330,-228,74
1906,330,-215,74
1907,330,-195,116
1908,330,-192,116
1909,330,-173,111
1910,330,-162,206
1911,331,-266,50
1912,331,-230,116
1913,331,-213,116
1914,331,-187,83
1915,331,-113,206
1916,331,-112,206
1917,332,-231,116
1918,332,-229,116
1919,332,-214,116
1920,332,-112,206
1921,332,-19,74
1922,333,-269,90
1923,333,-268,50
1924,333,-264,50
1925,333,-263,90
1926,333,-230,116
1927,333,-213,116
1928,333,-208,74
1929,333,-202,74
1930,333,-112,206
1931,333,-102,83
1932,333,-101,83
1933,333,-100,83
1934,333,-99,83
1935,333,-21,116
1936,334,-269,90
1937,334,-268,90
1938,334,-264,90
1939,334,-263,90
1940,334,-228,74
1941,334,-215,74
1942,334,-207,74
1943,334,-203,74
1944,334,-102,83
1945,334,-22,116
1946,334,-21,116
1947,334,-20,116
1948,335,-270,50
1949,335,-262,50
1950,335,-257,70
1951,335,-256,70
1952,335,-255,70
1953,335,-254,70
1954,335,-248,20
1955,335,-247,20
1956,335,-246,20
1957,335,-243,20
1958,335,-242,20
1959,335,-227,111
1960,335,-216,111
1961,335,-205,116
1962,335,-114,206
1963,335,-102,83
1964,335,-21,116
1965,336,-206,116
1966,336,-204,116
1967,336,-148,116
1968,336,-23,74
1969,336,-19,74
1970,336,-10,50
1971,336,67,83
1972,336,68,83
1973,337,-205,116
1974,337,-155,100
1975,337,-116,206
1976,337,-24,74
1977,337,-18,74
1978,338,-207,74
1979,338,-203,74
1980,338,-161,83
1981,338,-154,100
1982,339,-268,74
1983,339,-208,74
1984,339,-202,74
1985,339,-153,100
1986,339,-125,83
1987,339,-115,206
1988,340,-259,74
1989,340,-161,83
1990,340,-125,83
1991,340,-114,206
1992,340,-111,206
1993,341,-259,74
1994,341,-195,74
1995,341,-183,83
1996,341,-126,83
1997,341,-125,83
1998,342,-218,166
1999,342,-196,74
2000,342,-183,83
2001,342,-145,74
2002,342,-139,74
2003,343,-218,166
2004,343,-213,166
2005,343,-183,83
2006,343,-182,83
2007,343,-181,83
2008,343,-180,83
2009,343,-144,74
2010,343,-140,74
2011,344,-258,206
2012,344,-218,166
2013,344,-215,166
2014,344,-211,166
2015,344,-198,116
2016,344,-165,116
2017,344,-142,116
2018,344,-10,50
2019,345,-258,206
2020,345,-223,20
2021,345,-222,20
2022,345,-218,166
2023,345,-198,116
2024,345,-143,116
2025,345,-142,116
2026,345,-141,116
2027,345,-105,83
2028,345,-20,206
2029,345,-15,83
2030,345,-14,83
2031,345,285,116
2032,346,-200,74
2033,346,-164,116
2034,346,-142,116
2035,346,-43,116
2036,346,-40,116
2037,347,-259,206
2038,347,-258,206
2039,347,-256,206
2040,347,-236,74
2041,347,-215,166
2042,347,-212,166
2043,347,-201,74
2044,347,-144,74
2045,347,-140,74
2046,347,-105,83
2047,347,140,83
2048,348,-145,74
2049,348,-139,74
2050,348,-41,116
2051,348,-4,74
2052,349,-212,166
2053,349,-211,166
2054,349,-206,74
2055,349,-124,111
2056,349,-30,74
2057,350,-159,74
2058,350,-125,74
2059,351,-250,70
2060,351,-218,20
2061,351,-215,70
2062,351,-214,70
2063,351,-213,70
2064,351,-212,70
2065,351,-195,70
2066,351,-194,70
2067,351,-193,70
2068,351,-192,70
2069,351,-189,70
2070,351,-188,70
2071,351,-180,116
2072,351,-157,179
2073,351,-127,116
2074,351,-112,70
2075,351,-111,70
2076,351,-41,116
2077,351,-36,74
2078,352,-250,70
2079,352,-218,20
2080,352,-204,179
2081,352,-203,179
2082,352,-202,179
2083,352,-181,116
2084,352,-179,116
2085,352,-158,179
2086,352,-157,179
2087,352,-156,179
2088,352,-112,70
2089,352,-41,116
2090,352,-37,74
2091,352,-13,243
2092,352,54,74
2093,353,-250,70
2094,353,-203,179
2095,353,-180,116
2096,353,-157,179
2097,353,-150,70
2098,353,-149,70
2099,353,-148,70
2100,353,-114,70
2101,353,-113,70
2102,353,-112,70
2103,353,52,116
2104,354,-205,74
2105,354,-201,74
2106,354,-182,74
2107,354,-178,74
2108,354,-84,70
2109,354,-38,179
2110,354,-22,100
2111,354,52,116
2112,354,53,116
2113,355,-238,70
2114,355,-237,70
2115,355,-236,70
2116,355,-235,70
2117,355,-232,70
2118,355,-231,70
2119,355,-206,74
2120,355,-200,74
2121,355,-183,74
2122,355,-177,74
2123,355,-53,100
2124,355,-41,116
2125,355,-30,74
2126,355,-21,100
2127,355,52,116
2128,355,285,74
2129,356,-83,70
2130,356,-54,100
2131,356,-37,74
2132,356,-20,100
2133,356,54,74
2134,357,-214,74
2135,357,-133,20
2136,357,-132,20
2137,357,-129,20
2138,357,-128,20
2139,357,-127,20
2140,357,-55,100
2141,357,-36,74
2142,357,-19,100
2143,357,55,74
2144,358,-213,74
2145,358,-56,100
2146,358,-18,100
2147,359,-221,70
2148,359,-220,70
2149,359,-166,83
2150,359,-8,83
2151,359,-7,83
2152,359,-6,83
2153,359,285,74
2154,360,-221,70
2155,360,-209,70
2156,360,-166,83
2157,360,-121,100
2158,360,-6,83
2159,361,-223,70
2160,361,-222,70
2161,361,-221,70
2162,361,-209,70
2163,361,-166,83
2164,361,-165,83
2165,361,-164,83
2166,361,-163,83
2167,361,-154,166
2168,361,-122,100
2169,361,-74,74
2170,361,-6,83
2171,362,-213,74
2172,362,-209,70
2173,362,-156,166
2174,362,-152,166
2175,362,-123,100
2176,362,-32,50
2177,362,-6,83
2178,363,-214,74
2179,363,-187,20
2180,363,-186,20
2181,363,-185,20
2182,363,-182,20
2183,363,-181,20
2184,363,-124,100
2185,363,-47,83
2186,363,-46,83
2187,363,-45,83
2188,363,-44,83
2189,363,-34,90
2190,363,-33,90
2191,364,-209,70
2192,364,-47,83
2193,364,-34,50
2194,364,-33,90
2195,365,-209,70
2196,365,-169,70
2197,365,-156,166
2198,365,-153,166
2199,365,-78,74
2200,365,-72,74
2201,365,-47,83
2202,366,-169,70
2203,366,-63,20
2204,366,-62,20
2205,366,-59,20
2206,366,-58,20
2207,366,-57,20
2208,366,-36,50
2209,366,-24,74
2210,367,-153,166
2211,367,-152,166
2212,367,-151,166
2213,367,-150,166
2214,367,-23,74
2215,368,-140,50
2216,368,-50,111
2217,368,-34,50
2218,368,-33,90
2219,368,9,206
2220,368,10,206
2221,369,-180,100
2222,369,-34,90
2223,369,-33,90
2224,369,-22,116
2225,369,-20,116
2226,369,10,206
2227,369,30,70
2228,370,-181,100
2229,370,-172,83
2230,370,-21,116
2231,370,10,206
2232,371,-195,100
2233,371,-182,100
2234,371,-172,83
2235,371,-19,74
2236,371,1,83
2237,371,3,83
2238,371,30,70
2239,372,-202,116
2240,372,-201,116
2241,372,-197,116
2242,372,-194,116
2243,372,-183,100
2244,372,-172,83
2245,372,-155,74
2246,372,-149,74
2247,372,-138,50
2248,372,-130,50
2249,372,-18,74
2250,372,30,70
2251,373,-184,100
2252,373,-154,74
2253,373,-150,74
2254,373,-137,90
2255,373,-136,90
2256,373,-132,90
2257,373,-131,90
2258,373,-81,20
2259,373,-80,20
2260,373,1,83
2261,374,-195,116
2262,374,-152,179
2263,374,-137,90
2264,374,-136,50
2265,374,-132,50
2266,374,-131,90
2267,374,-33,74
2268,374,-27,74
2269,375,-175,111
2270,375,-153,179
2271,375,-152,179
2272,375,-151,179
2273,375,-125,116
2274,375,-32,74
2275,375,-28,74
2276,375,-4,116
2277,375,10,50
2278,376,-152,179
2279,376,-134,50
2280,376,-75,111
2281,376,-69,111
2282,376,-31,74
2283,376,-29,74
2284,376,8,243
2285,376,9,243
2286,377,-74,74
2287,377,-70,74
2288,377,-17,70
2289,377,-6,116
2290,377,-3,116
2291,377,8,50
2292,377,9,243
2293,377,45,116
2294,378,-137,90
2295,378,-136,50
2296,378,-132,50
2297,378,-131,90
2298,378,-92,83
2299,378,-91,83
2300,378,-90,83
2301,378,-72,116
2302,378,-57,111
2303,378,-51,111
2304,378,-31,74
2305,378,-29,74
2306,378,-17,70
2307,378,-16,70
2308,378,-15,70
2309,378,-4,116
2310,378,44,116
2311,378,46,116
2312,379,-163,100
2313,379,-150,206
2314,379,-137,90
2315,379,-136,90
2316,379,-132,90
2317,379,-131,90
2318,379,-73,116
2319,379,-71,116
2320,379,-56,74
2321,379,-52,74
2322,379,-32,74
2323,379,-28,74
2324,379,-15,70
2325,379,-5,116
2326,379,-2,116
2327,379,17,83
2328,379,18,83
2329,379,19,83
2330,379,20,83
2331,379,45,116
2332,380,-162,100
2333,380,-150,206
2334,380,-138,50
2335,380,-130,50
2336,380,-72,116
2337,380,-44,83
2338,380,-33,74
2339,380,-27,74
2340,380,-15,70
2341,380,17,83
2342,380,43,74
2343,380,47,74
2344,381,-161,100
2345,381,-74,74
2346,381,-70,74
2347,381,8,50
2348,381,9,243
2349,381,17,83
2350,381,27,74
2351,381,42,74
2352,382,-160,100
2353,382,-151,206
2354,382,-150,206
2355,382,-148,206
2356,382,-75,111
2357,382,-69,111
2358,382,8,243
2359,382,9,243
2360,383,-159,100
2361,383,-52,74
2362,383,-21,70
2363,383,-7,90
2364,383,-6,90
2365,383,-2,90
2366,383,-1,90
2367,383,10,50
2368,384,-150,206
2369,384,-136,206
2370,384,-51,111
2371,384,-45,50
2372,384,-37,50
2373,384,-21,70
2374,384,-7,90
2375,384,-6,50
2376,384,-2,50
2377,384,-1,90
2378,385,-150,206
2379,385,-62,83
2380,385,-44,243
2381,385,-43,243
2382,385,-39,243
2383,385,-38,243
2384,386,-170,166
2385,386,-138,206
2386,386,-62,83
2387,386,-44,243
2388,386,-43,50
2389,386,-39,50
2390,386,-38,243
2391,386,31,74
2392,386,49,83
2393,386,51,83
2394,387,-77,70
2395,387,-59,83
2396,387,30,74
2397,388,-137,206
2398,388,-100,83
2399,388,-92,70
2400,388,-77,70
2401,388,-76,70
2402,388,-75,70
2403,388,-41,50
2404,388,-31,83
2405,388,-30,83
2406,388,-29,83
2407,388,27,74
2408,388,29,74
2409,388,49,83
2410,389,-158,70
2411,389,-136,206
2412,389,-133,206
2413,389,-92,70
2414,389,-75,70
2415,390,-160,70
2416,390,-159,70
2417,390,-158,70
2418,390,-92,70
2419,390,-75,70
2420,390,-44,243
2421,390,-43,50
2422,390,-39,50
2423,390,-38,243
2424,390,-10,74
2425,390,-4,74
2426,390,19,50
2427,390,27,74
2428,390,29,74
2429,390,38,70
2430,390,39,70
2431,390,44,116
2432,391,-167,243
2433,391,-137,74
2434,391,-133,74
2435,391,-44,243
2436,391,-43,243
2437,391,-39,243
2438,391,-38,243
2439,391,-9,74
2440,391,-5,74
2441,391,18,90
2442,391,26,74
2443,392,-169,243
2444,392,-168,243
2445,392,-145,74
2446,392,-138,74
2447,392,-132,74
2448,392,-92,70
2449,392,-83,83
2450,392,-51,166
2451,392,-45,50
2452,392,-37,50
2453,392,-7,116
2454,392,18,90
2455,392,25,74
2456,392,42,116
2457,392,45,116
2458,393,-169,243
2459,393,-168,243
2460,393,-92,70
2461,393,-70,70
2462,393,-69,70
2463,393,-68,70
2464,393,-67,70
2465,393,-51,166
2466,393,-33,74
2467,393,44,116
2468,394,-162,50
2469,394,-154,50
2470,394,-103,111
2471,394,-86,83
2472,394,-67,70
2473,394,-51,166
2474,394,43,116
2475,394,46,116
2476,395,-161,243
2477,395,-160,243
2478,395,-156,243
2479,395,-155,243
2480,395,-104,74
2481,395,-55,83
2482,395,-51,166
2483,396,-161,243
2484,396,-160,50
2485,396,-106,116
2486,396,-55,83
2487,396,-54,83
2488,397,-107,116
2489,397,-105,116
2490,397,-48,166
2491,397,-45,166
2492,397,-37,74
2493,397,-35,74
2494,398,-158,50
2495,398,-151,116
2496,398,-106,116
2497,398,-38,74
2498,398,-34,74
2499,398,58,116
2500,399,-151,116
2501,399,-108,74
2502,399,-104,74
2503,399,-45,166
2504,399,-44,166
2505,399,-39,74
2506,399,44,116
2507,400,-161,243
2508,400,-160,50
2509,400,-109,111
2510,400,-103,111
2511,400,-71,100
2512,400,44,116
2513,400,56,116
2514,400,59,116
2515,401,-161,243
2516,401,-160,243
2517,401,-153,116
2518,401,-151,116
2519,401,-72,100
2520,401,58,116
2521,402,-162,50
2522,402,-97,116
2523,402,-81,74
2524,402,-80,74
2525,402,-79,74
2526,402,-73,100
2527,402,57,116
2528,402,60,116
2529,403,-153,116
2530,403,-95,116
2531,403,-87,166
2532,404,-153,116
2533,404,-87,166
2534,404,-55,243
2535,404,-54,243
2536,404,-50,243
2537,404,-49,243
2538,405,-147,70
2539,405,-146,70
2540,405,-145,70
2541,405,-90,74
2542,405,-87,166
2543,405,-56,50
2544,405,-45,100
2545,406,-147,70
2546,406,-87,166
2547,407,-148,70
2548,407,-147,70
2549,407,-106,100
2550,408,-105,100
2551,408,58,74
2552,408,64,74
2553,409,-158,83
2554,409,-104,100
2555,409,-49,116
2556,409,59,74
2557,409,63,74
2558,410,-103,100
2559,410,-79,83
2560,410,-78,83
2561,410,-77,83
2562,410,-76,83
2563,410,61,179
2564,411,-156,83
2565,411,-126,83
2566,411,-121,74
2567,411,-114,74
2568,411,-102,100
2569,411,-90,74
2570,411,-79,83
2571,411,61,179
2572,411,62,179
2573,412,-156,83
2574,412,-120,74
2575,412,-79,83
2576,412,-59,100
2577,413,-58,100
2578,414,-119,179
2579,414,-57,100
2580,415,-56,100
2581,416,-116,74
2582,416,-65,116
2583,416,-55,100
2584,417,-115,74
2585,418,-67,116
2586,418,-64,116
2587,419,-65,116
2588,420,-66,116
2589,420,-63,116
2590,421,-104,83
2591,421,-103,83
2592,421,-102,83
2593,421,-101,83
2594,422,-128,74
2595,422,-122,74
2596,422,-101,83
2597,422,-83,70
2598,423,-127,74
2599,423,-123,74
2600,423,-101,83
2601,423,-83,70
2602,423,-80,83
2603,423,-79,83
2604,423,-78,83
2605,423,-77,83
2606,423,285,206
2607,424,-125,116
2608,424,-89,116
2609,424,-83,70
2610,424,-77,83
2611,424,285,206
2612,425,-126,116
2613,425,-124,116
2614,425,-116,20
2615,425,-115,20
2616,425,-114,20
2617,425,-111,20
2618,425,-110,20
2619,425,-89,116
2620,425,-77,83
2621,425,285,206
2622,426,-125,116
2623,427,-133,206
2624,427,-127,74
2625,427,-123,74
2626,427,-89,116
2627,427,-88,116
2628,428,-128,74
2629,428,-122,74
2630,428,-7,70
2631,428,-6,70
2632,428,-5,70
2633,429,-69,100
2634,430,-68,100
2635,431,-106,74
2636,431,-90,206
2637,431,-67,100
2638,431,-55,74
2639,432,-90,206
2640,432,-66,100
2641,433,-65,100
2642,433,-23,20
2643,433,-19,70
2644,434,-91,206
2645,434,-90,206
2646,434,-88,206
2647,434,-19,70
2648,434,-8,116
2649,434,-5,116
2650,434,-4,116
2651,434,0,116
2652,434,3,116
2653,435,-123,83
2654,435,-99,116
2655,435,5,206
2656,436,-123,83
2657,436,-100,116
2658,436,-99,116
2659,436,-98,116
2660,436,-90,206
2661,436,2,116
2662,437,-126,83
2663,437,-125,83
2664,437,-124,83
2665,437,-123,83
2666,437,-99,116
2667,437,-90,206
2668,437,-38,116
2669,439,-66,206
2670,440,-113,83
2671,440,-82,83
2672,440,-81,83
2673,441,-81,83
2674,442,-113,83
2675,442,-81,83
2676,443,-81,83
2677,443,-74,83
2678,443,-73,83
2679,444,-56,100
2680,444,-44,243
2681,445,-133,166
2682,445,-102,20
2683,445,-55,100
2684,445,-46,243
2685,445,-45,243
2686,446,-120,116
2687,446,-117,116
2688,446,-102,20
2689,446,-54,100
2690,446,-46,243
2691,446,-45,243
2692,447,-118,116
2693,448,-119,116
2694,448,-116,116
2695,448,-90,70
2696,448,-48,243
2697,448,-33,83
2698,448,-32,83
2699,449,-102,20
2700,449,-94,74
2701,449,-93,74
2702,449,-90,70
2703,449,-89,70
2704,449,-88,70
2705,450,-126,70
2706,450,-125,70
2707,450,-102,20
2708,450,-88,70
2709,450,-46,243
2710,450,-45,243
2711,451,-126,70
2712,451,-102,20
2713,451,-88,70
2714,451,-46,243
2715,451,-45,243
2716,452,-128,70
2717,452,-127,70
2718,452,-126,70
2719,452,-62,74
2720,452,-56,74
2721,452,-52,243
2722,452,-44,243
2723,453,-61,74
2724,453,-57,74
2725,456,-106,116
2726,457,-100,83
2727,458,-108,116
2728,458,-106,116
2729,458,-105,116
2730,458,-62,74
2731,458,-57,74
2732,458,-51,74
2733,459,-56,74
2734,459,-52,74
2735,460,-108,116
2736,460,-55,74
2737,460,-53,74
2738,461,-113,100
2739,461,-108,116
2740,461,33,83
2741,462,-114,100
2742,462,-55,74
2743,462,-53,74
2744,462,33,83
2745,463,-131,74
2746,463,-126,111
2747,463,-120,111
2748,463,-56,74
2749,463,-52,74
2750,463,14,116
2751,463,17,116
2752,464,-125,74
2753,464,-121,74
2754,464,-100,83
2755,464,-99,83
2756,464,-98,83
2757,464,-97,83
2758,464,-65,116
2759,464,-57,74
2760,464,-51,74
2761,464,-36,20
2762,464,-35,20
2763,464,-34,20
2764,464,-31,20
2765,464,-30,20
2766,464,-2,206
2767,464,-1,206
2768,464,16,116
2769,465,-123,116
2770,465,-100,83
2771,465,-16,83
2772,465,-1,206
2773,465,15,116
2774,465,18,116
2775,466,-124,116
2776,466,-122,116
2777,466,-100,83
2778,466,-16,83
2779,466,-1,206
2780,467,-123,116
2781,468,-133,74
2782,468,-125,74
2783,468,-121,74
2784,468,-79,74
2785,468,-44,83
2786,469,-132,74
2787,469,-126,111
2788,469,-120,111
2789,469,-78,74
2790,469,-44,83
2791,470,-76,179
2792,470,-51,74
2793,470,-47,83
2794,470,-46,83
2795,470,-45,83
2796,470,-44,83
2797,471,-131,116
2798,471,-112,74
2799,471,-77,179
2800,471,-76,179
2801,471,-75,179
2802,471,-52,74
2803,472,-113,74
2804,472,-76,179
2805,473,-132,74
2806,473,-78,74
2807,473,-74,74
2808,473,285,70
2809,474,-133,74
2810,474,-127,74
2811,474,-116,116
2812,474,-115,116
2813,474,-114,116
2814,474,-104,116
2815,474,-101,116
2816,474,-100,116
2817,474,-79,74
2818,475,-115,116
2819,476,-117,74
2820,476,-113,74
2821,476,-54,74
2822,477,-118,74
2823,477,-112,74
2824,477,-53,74
2825,478,-49,166
2826,479,-53,74
2827,479,-49,166
2828,479,-44,166
2829,480,-54,74
2830,480,-49,166
2831,480,-46,166
2832,480,-42,166
2833,481,-55,74
2834,481,-49,166
2835,483,-146,74
2836,483,-117,74
2837,483,-115,74
2838,483,-46,166
2839,483,-43,166
2840,484,-147,74
2841,484,-118,74
2842,484,-114,74
2843,485,-113,74
2844,485,-43,166
2845,485,-42,166
2846,485,-41,166
2847,485,-40,166
2848,486,-127,243
2849,486,-117,116
2850,486,-114,116
2851,487,-129,243
2852,487,-128,243
2853,487,-106,74
2854,488,-129,243
2855,488,-128,243
2856,488,-115,116
2857,488,-42,83
2858,490,-112,83
2859,490,-42,83
2860,491,-115,116
2861,491,-112,83
2862,492,-128,243
2863,492,-115,116
2864,492,-49,50
2865,492,285,83
2866,493,-51,243
2867,493,-50,243
2868,493,-29,20
2869,493,-28,20
2870,493,-25,20
2871,493,-24,20
2872,493,-23,20
2873,493,-15,83
2874,494,-127,243
2875,494,-105,83
2876,494,-51,50
2877,494,-50,243
2878,494,-17,83
2879,494,-16,83
2880,494,-15,83
2881,496,-53,50
2882,496,-45,116
2883,497,-159,206
2884,497,-156,206
2885,497,-20,70
2886,498,-55,50
2887,498,-51,50
2888,498,-50,243
2889,498,-20,70
2890,498,-10,74
2891,499,-55,243
2892,499,-51,243
2893,499,-50,243
2894,499,-20,70
2895,499,107,116
2896,500,-161,100
2897,500,-57,50
2898,500,-49,50
2899,501,-162,100
2900,501,-114,83
2901,501,108,116
2902,502,-163,100
2903,502,-114,83
2904,502,-2,83
2905,503,-114,83
2906,503,-37,20
2907,503,-26,70
2908,504,-116,83
2909,504,-115,83
2910,504,-114,83
2911,504,-100,70
2912,504,-99,70
2913,504,-95,20
2914,504,-50,206
2915,504,-37,20
2916,505,-124,70
2917,505,-121,166
2918,505,-100,70
2919,505,-34,70
2920,505,-26,70
2921,506,-100,70
2922,506,-34,70
2923,506,-33,70
2924,506,-32,70
2925,506,-26,70
2926,507,-32,70
2927,508,-142,83
2928,508,-32,70
2929,509,-115,166
2930,511,-156,100
2931,511,-112,116
2932,511,285,50
2933,512,-157,100
2934,512,-114,74
2935,512,-52,70
2936,512,-51,70
2937,512,-50,70
2938,512,-49,70
2939,512,-46,70
2940,512,-45,70
2941,513,-145,74
2942,514,-146,74
2943,515,-160,100
2944,516,-147,116
2945,517,108,100
2946,518,-146,74
2947,519,-145,74
2948,522,-139,206
2949,523,-138,206
2950,523,-135,206
2951,524,-150,70
2952,525,-160,116
2953,525,-150,70
2954,526,-160,116
2955,527,-150,70
2956,528,-150,70
2957,528,-140,50
2958,528,108,83
2959,528,109,83
2960,529,-139,90
2961,529,-138,90
2962,529,-134,90
2963,529,108,83
2964,530,-139,90
2965,530,-138,50
2966,530,-134,50
2967,530,-41,179
2968,530,108,83
2969,531,-168,83
2970,531,-167,83
2971,532,-167,83
2972,532,-159,83
2973,532,-136,50
2974,532,-40,74
2975,533,-167,83
2976,533,-159,83
2977,533,-39,74
2978,534,-167,83
2979,534,-159,83
